order_id,client_id,client_type,product_name,quantity,status,revenue,waiting_time,processing_time,worker_name,message
178,10178,NORMAL,"MacBook Air",1,ACCEPTED,1199.00,0.53657,0.04662,Servidor-4,"Compra completada correctamente."
572,10572,VIP,"Cafetera Deluxe",1,ACCEPTED,189.99,0.00250,0.03897,Servidor-11,"Compra completada correctamente."
181,10181,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.55171,0.03188,Servidor-5,"Compra completada correctamente."
576,10576,VIP,"Cafetera Deluxe",1,ACCEPTED,189.99,0.00993,0.03418,Servidor-9,"Compra completada correctamente."
582,10582,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00348,0.04115,Servidor-2,"Compra completada correctamente."
592,10592,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00601,0.04122,Servidor-3,"Compra completada correctamente."
573,10573,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00470,0.04881,Servidor-1,"Compra completada correctamente."
183,10183,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.56274,0.03475,Servidor-6,"Compra completada correctamente."
604,10604,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00760,0.03171,Servidor-8,"Compra completada correctamente."
589,10589,VIP,"iPhone 16",1,ACCEPTED,959.00,0.00014,0.03741,Servidor-10,"Compra completada correctamente."
182,10182,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.56111,0.04777,Servidor-7,"Compra completada correctamente."
189,10189,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.58798,0.01893,Servidor-1,"Compra completada correctamente."
185,10185,NORMAL,"Robot Aspirador",2,ACCEPTED,559.98,0.58728,0.04169,Servidor-11,"Compra completada correctamente."
184,10184,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.57001,0.04757,Servidor-12,"Compra completada correctamente."
608,10608,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00557,0.02790,Servidor-2,"Compra completada correctamente."
186,10186,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.58113,0.04596,Servidor-5,"Compra completada correctamente."
641,10641,VIP,"Cafetera Deluxe",2,ACCEPTED,379.98,0.00040,0.03943,Servidor-3,"Compra completada correctamente."
188,10188,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.57250,0.04989,Servidor-9,"Compra completada correctamente."
596,10596,VIP,"AirPods Pro",2,ACCEPTED,498.00,0.00293,0.06949,Servidor-4,"Compra completada correctamente."
191,10191,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.60904,0.04520,Servidor-8,"Compra completada correctamente."
190,10190,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.58452,0.05249,Servidor-6,"Compra completada correctamente."
634,10634,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00259,0.05118,Servidor-10,"Compra completada correctamente."
193,10193,NORMAL,"MacBook Air",1,ACCEPTED,1199.00,0.59770,0.04741,Servidor-1,"Compra completada correctamente."
192,10192,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.59068,0.05507,Servidor-7,"Compra completada correctamente."
196,10196,NORMAL,"Robot Aspirador",1,ACCEPTED,279.99,0.60633,0.04351,Servidor-2,"Compra completada correctamente."
195,10195,NORMAL,"Smart TV 55",2,ACCEPTED,1298.00,0.60335,0.04922,Servidor-12,"Compra completada correctamente."
631,10631,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00696,0.04091,Servidor-5,"Compra completada correctamente."
198,10198,NORMAL,"Smart TV 55",2,ACCEPTED,1298.00,0.61324,0.03932,Servidor-9,"Compra completada correctamente."
644,10644,VIP,"MacBook Air",2,ACCEPTED,2398.00,0.00669,0.03168,Servidor-4,"Compra completada correctamente."
194,10194,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.58882,0.06151,Servidor-11,"Compra completada correctamente."
648,10648,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00174,0.03351,Servidor-6,"Compra completada correctamente."
197,10197,NORMAL,"AirPods Pro",2,PAYMENT_ERROR,0.00,0.63001,0.04962,Servidor-3,"Pedido cancelado: fallo en la pasarela de pago."
650,10650,VIP,"Kindle",1,ACCEPTED,129.99,0.01507,0.02921,Servidor-10,"Compra completada correctamente."
645,10645,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00999,0.04284,Servidor-8,"Compra completada correctamente."
671,10671,VIP,"Robot Aspirador",1,ACCEPTED,279.99,0.02869,0.02983,Servidor-7,"Compra completada correctamente."
670,10670,VIP,"iPhone 16",2,PAYMENT_ERROR,0.00,0.01252,0.03786,Servidor-1,"Pedido cancelado: fallo en la pasarela de pago."
200,10200,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.64013,0.03010,Servidor-5,"Compra completada correctamente."
199,10199,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.64080,0.03910,Servidor-2,"Compra completada correctamente."
666,10666,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00009,0.03657,Servidor-12,"Compra completada correctamente."
202,10202,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.65553,0.03483,Servidor-4,"Compra completada correctamente."
204,10204,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.65100,0.03650,Servidor-11,"Compra completada correctamente."
201,10201,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.64962,0.04298,Servidor-9,"Compra completada correctamente."
206,10206,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.64577,0.03596,Servidor-3,"Compra completada correctamente."
205,10205,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.64716,0.04505,Servidor-6,"Compra completada correctamente."
208,10208,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.66493,0.03720,Servidor-8,"Compra completada correctamente."
210,10210,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.66442,0.03495,Servidor-1,"Compra completada correctamente."
207,10207,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.64879,0.05032,Servidor-10,"Compra completada correctamente."
215,10215,NORMAL,"Cafetera Deluxe",2,ACCEPTED,379.98,0.67527,0.03538,Servidor-12,"Compra completada correctamente."
209,10209,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.66625,0.05021,Servidor-7,"Compra completada correctamente."
217,10217,NORMAL,"Kindle",2,ACCEPTED,259.98,0.65828,0.03497,Servidor-4,"Compra completada correctamente."
212,10212,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.65806,0.04364,Servidor-5,"Compra completada correctamente."
219,10219,NORMAL,"Cafetera Deluxe",1,ACCEPTED,189.99,0.66234,0.03646,Servidor-9,"Compra completada correctamente."
213,10213,NORMAL,"Kindle",1,ACCEPTED,129.99,0.65322,0.04952,Servidor-2,"Compra completada correctamente."
223,10223,NORMAL,"Cafetera Deluxe",2,ACCEPTED,379.98,0.67091,0.02846,Servidor-6,"Compra completada correctamente."
218,10218,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.66196,0.04728,Servidor-11,"Compra completada correctamente."
220,10220,NORMAL,"Smart TV 55",2,ACCEPTED,1298.00,0.67591,0.04844,Servidor-3,"Compra completada correctamente."
229,10229,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.67240,0.03553,Servidor-10,"Compra completada correctamente."
224,10224,NORMAL,"AirPods Pro",1,PAYMENT_ERROR,0.00,0.66638,0.04981,Servidor-8,"Pedido cancelado: fallo en la pasarela de pago."
226,10226,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.67864,0.04505,Servidor-1,"Compra completada correctamente."
749,10749,VIP,"Kindle",2,ACCEPTED,259.98,0.00364,0.03588,Servidor-4,"Compra completada correctamente."
723,10723,VIP,"Nintendo Switch",2,ACCEPTED,639.98,0.00361,0.04108,Servidor-7,"Compra completada correctamente."
232,10232,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.67195,0.04762,Servidor-12,"Compra completada correctamente."
236,10236,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.67860,0.03498,Servidor-6,"Compra completada correctamente."
233,10233,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.69914,0.04907,Servidor-5,"Compra completada correctamente."
235,10235,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.68098,0.04064,Servidor-2,"Compra completada correctamente."
738,10738,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00013,0.03761,Servidor-3,"Compra completada correctamente."
237,10237,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.68615,0.04385,Servidor-11,"Compra completada correctamente."
234,10234,NORMAL,"MacBook Air",2,ACCEPTED,2398.00,0.67558,0.05678,Servidor-9,"Compra completada correctamente."
238,10238,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.70693,0.03457,Servidor-1,"Compra completada correctamente."
240,10240,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.69990,0.03277,Servidor-4,"Compra completada correctamente."
752,10752,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00311,0.03848,Servidor-8,"Compra completada correctamente."
733,10733,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00175,0.04459,Servidor-10,"Compra completada correctamente."
759,10759,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00009,0.04006,Servidor-7,"Compra completada correctamente."
244,10244,NORMAL,"Kindle",2,ACCEPTED,259.98,0.71834,0.03234,Servidor-2,"Compra completada correctamente."
770,10770,VIP,"MacBook Air",1,PAYMENT_ERROR,0.00,0.00008,0.02926,Servidor-3,"Pedido cancelado: fallo en la pasarela de pago."
241,10241,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.70804,0.04451,Servidor-6,"Compra completada correctamente."
758,10758,VIP,"iPhone 16",1,ACCEPTED,959.00,0.00027,0.05087,Servidor-12,"Compra completada correctamente."
243,10243,NORMAL,"MacBook Air",1,ACCEPTED,1199.00,0.70862,0.04405,Servidor-5,"Compra completada correctamente."
246,10246,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.72414,0.03565,Servidor-9,"Compra completada correctamente."
774,10774,VIP,"iPhone 16",2,ACCEPTED,1918.00,0.00109,0.03210,Servidor-8,"Compra completada correctamente."
248,10248,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.72427,0.03546,Servidor-1,"Compra completada correctamente."
245,10245,NORMAL,"Cafetera Deluxe",1,ACCEPTED,189.99,0.73709,0.04694,Servidor-11,"Compra completada correctamente."
250,10250,NORMAL,"Kindle",1,ACCEPTED,129.99,0.73056,0.03936,Servidor-4,"Compra completada correctamente."
782,10782,VIP,"Robot Aspirador",1,ACCEPTED,279.99,0.00003,0.04642,Servidor-10,"Compra completada correctamente."
769,10769,VIP,"MacBook Air",2,ACCEPTED,2398.00,0.00611,0.04291,Servidor-7,"Compra completada correctamente."
252,10252,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.74306,0.03378,Servidor-6,"Compra completada correctamente."
251,10251,NORMAL,"Smart TV 55",2,PAYMENT_ERROR,0.00,0.74597,0.04862,Servidor-2,"Pedido cancelado: fallo en la pasarela de pago."
775,10775,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00469,0.04187,Servidor-3,"Compra completada correctamente."
257,10257,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.76508,0.03485,Servidor-1,"Compra completada correctamente."
254,10254,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.74141,0.04745,Servidor-5,"Compra completada correctamente."
253,10253,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.73186,0.05313,Servidor-12,"Compra completada correctamente."
256,10256,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.75677,0.04624,Servidor-8,"Compra completada correctamente."
821,10821,VIP,"Robot Aspirador",1,ACCEPTED,279.99,0.00526,0.04882,Servidor-9,"Compra completada correctamente."
259,10259,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.75296,0.03829,Servidor-10,"Compra completada correctamente."
258,10258,NORMAL,"Smart TV 55",2,ACCEPTED,1298.00,0.75047,0.05179,Servidor-11,"Compra completada correctamente."
812,10812,VIP,"AirPods Pro",2,ACCEPTED,498.00,0.00368,0.03632,Servidor-7,"Compra completada correctamente."
826,10826,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00008,0.05084,Servidor-4,"Compra completada correctamente."
818,10818,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00056,0.03704,Servidor-6,"Compra completada correctamente."
261,10261,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.75876,0.03756,Servidor-3,"Compra completada correctamente."
824,10824,VIP,"AirPods Pro",2,PAYMENT_ERROR,0.00,0.00976,0.03581,Servidor-5,"Pedido cancelado: fallo en la pasarela de pago."
260,10260,NORMAL,"MacBook Air",2,ACCEPTED,2398.00,0.76905,0.04634,Servidor-2,"Compra completada correctamente."
830,10830,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00643,0.03502,Servidor-12,"Compra completada correctamente."
817,10817,VIP,"Cafetera Deluxe",1,ACCEPTED,189.99,0.00426,0.04343,Servidor-1,"Compra completada correctamente."
265,10265,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.77951,0.03958,Servidor-9,"Compra completada correctamente."
264,10264,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.78387,0.04244,Servidor-8,"Compra completada correctamente."
269,10269,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.81116,0.03548,Servidor-4,"Compra completada correctamente."
266,10266,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.78359,0.04514,Servidor-10,"Compra completada correctamente."
267,10267,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.78117,0.04457,Servidor-11,"Compra completada correctamente."
268,10268,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.79080,0.04485,Servidor-7,"Compra completada correctamente."
841,10841,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00025,0.04553,Servidor-6,"Compra completada correctamente."
868,10868,VIP,"Nintendo Switch",2,ACCEPTED,639.98,0.00386,0.04387,Servidor-3,"Compra completada correctamente."
275,10275,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.84581,0.01954,Servidor-10,"Compra completada correctamente."
887,10887,VIP,"Smart TV 55",2,ACCEPTED,1298.00,0.00035,0.04086,Servidor-12,"Compra completada correctamente."
866,10866,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00009,0.04302,Servidor-1,"Compra completada correctamente."
270,10270,NORMAL,"PlayStation 5",1,PAYMENT_ERROR,0.00,0.79830,0.05043,Servidor-5,"Pedido cancelado: fallo en la pasarela de pago."
880,10880,VIP,"Cafetera Deluxe",1,ACCEPTED,189.99,0.00278,0.04892,Servidor-9,"Compra completada correctamente."
273,10273,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.80750,0.04624,Servidor-8,"Compra completada correctamente."
271,10271,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.79945,0.06172,Servidor-2,"Compra completada correctamente."
877,10877,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00009,0.03677,Servidor-3,"Compra completada correctamente."
274,10274,NORMAL,"MacBook Air",2,ACCEPTED,2398.00,0.81263,0.05723,Servidor-4,"Compra completada correctamente."
276,10276,NORMAL,"MacBook Air",1,ACCEPTED,1199.00,0.80974,0.05260,Servidor-11,"Compra completada correctamente."
277,10277,NORMAL,"iPhone 16",2,ACCEPTED,1918.00,0.82153,0.05085,Servidor-6,"Compra completada correctamente."
278,10278,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.83235,0.03752,Servidor-10,"Compra completada correctamente."
909,10909,VIP,"iPhone 16",1,ACCEPTED,959.00,0.00210,0.00896,Servidor-3,"Compra completada correctamente."
878,10878,VIP,"Robot Aspirador",1,ACCEPTED,279.99,0.00020,0.05915,Servidor-7,"Compra completada correctamente."
280,10280,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.83898,0.04104,Servidor-1,"Compra completada correctamente."
282,10282,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.84116,0.03467,Servidor-8,"Compra completada correctamente."
281,10281,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.86231,0.05280,Servidor-5,"Compra completada correctamente."
916,10916,VIP,"iPhone 16",1,ACCEPTED,959.00,0.00499,0.04338,Servidor-9,"Compra completada correctamente."
285,10285,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.85052,0.02698,Servidor-11,"Compra completada correctamente."
279,10279,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.82843,0.06342,Servidor-12,"Compra completada correctamente."
294,10294,NORMAL,"iPhone 16",1,NO_STOCK,0.00,0.87554,0.00002,Servidor-12,"Pedido rechazado: stock insuficiente."
286,10286,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.86742,0.03687,Servidor-6,"Compra completada correctamente."
935,10935,VIP,"iPhone 16",1,ACCEPTED,959.00,0.00388,0.04351,Servidor-4,"Compra completada correctamente."
298,10298,NORMAL,"iPhone 16",2,NO_STOCK,0.00,0.88983,0.00001,Servidor-4,"Pedido rechazado: stock insuficiente."
288,10288,NORMAL,"iPhone 16",1,ACCEPTED,959.00,0.85544,0.03911,Servidor-3,"Compra completada correctamente."
283,10283,NORMAL,"Cafetera Deluxe",1,ACCEPTED,189.99,0.84388,0.06395,Servidor-2,"Compra completada correctamente."
297,10297,NORMAL,"PlayStation 5",1,PAYMENT_ERROR,0.00,0.87354,0.00973,Servidor-6,"Pedido cancelado: fallo en la pasarela de pago."
290,10290,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.86331,0.04579,Servidor-7,"Compra completada correctamente."
287,10287,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.88225,0.05050,Servidor-10,"Compra completada correctamente."
292,10292,NORMAL,"Robot Aspirador",1,ACCEPTED,279.99,0.86861,0.04599,Servidor-1,"Compra completada correctamente."
301,10301,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.87748,0.01216,Servidor-2,"Compra completada correctamente."
299,10299,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.90370,0.02420,Servidor-4,"Compra completada correctamente."
959,10959,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00136,0.03735,Servidor-11,"Compra completada correctamente."
933,10933,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00412,0.04418,Servidor-5,"Compra completada correctamente."
296,10296,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.87901,0.04066,Servidor-12,"Compra completada correctamente."
300,10300,NORMAL,"Nintendo Switch",2,ACCEPTED,639.98,0.87839,0.03961,Servidor-3,"Compra completada correctamente."
304,10304,NORMAL,"Kindle",2,ACCEPTED,259.98,0.89662,0.02557,Servidor-1,"Compra completada correctamente."
957,10957,VIP,"MacBook Air",2,ACCEPTED,2398.00,0.00103,0.02879,Servidor-7,"Compra completada correctamente."
989,10989,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00399,0.00000,Servidor-7,"Pedido rechazado: stock insuficiente."
302,10302,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.88915,0.04102,Servidor-6,"Compra completada correctamente."
947,10947,VIP,"Smart TV 55",1,ACCEPTED,649.00,0.00855,0.06720,Servidor-9,"Compra completada correctamente."
303,10303,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.88249,0.04028,Servidor-10,"Compra completada correctamente."
305,10305,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.91817,0.03534,Servidor-2,"Compra completada correctamente."
307,10307,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.88974,0.03914,Servidor-4,"Compra completada correctamente."
309,10309,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.89423,0.03810,Servidor-12,"Compra completada correctamente."
317,10317,NORMAL,"iPhone 16",1,NO_STOCK,0.00,0.95444,0.00001,Servidor-12,"Pedido rechazado: stock insuficiente."
293,10293,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.88464,0.09200,Servidor-8,"Compra completada correctamente."
308,10308,NORMAL,"PlayStation 5",2,ACCEPTED,999.98,0.89422,0.05013,Servidor-11,"Compra completada correctamente."
323,10323,NORMAL,"iPhone 16",1,NO_STOCK,0.00,0.95156,0.00001,Servidor-11,"Pedido rechazado: stock insuficiente."
961,10961,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00540,0.03355,Servidor-3,"Compra completada correctamente."
983,10983,VIP,"Robot Aspirador",1,ACCEPTED,279.99,0.00374,0.04886,Servidor-5,"Compra completada correctamente."
982,10982,VIP,"Kindle",2,ACCEPTED,259.98,0.00575,0.04025,Servidor-1,"Compra completada correctamente."
980,10980,VIP,"Nintendo Switch",2,ACCEPTED,639.98,0.00695,0.03398,Servidor-9,"Compra completada correctamente."
1018,11018,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00246,0.00000,Servidor-9,"Pedido rechazado: stock insuficiente."
967,10967,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00602,0.04180,Servidor-6,"Compra completada correctamente."
312,10312,NORMAL,"Cafetera Deluxe",2,ACCEPTED,379.98,0.89484,0.05543,Servidor-7,"Compra completada correctamente."
313,10313,NORMAL,"Nintendo Switch",2,ACCEPTED,639.98,0.91196,0.04497,Servidor-10,"Compra completada correctamente."
325,10325,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.91279,0.02563,Servidor-3,"Compra completada correctamente."
322,10322,NORMAL,"Nintendo Switch",2,ACCEPTED,639.98,0.92009,0.03813,Servidor-8,"Compra completada correctamente."
324,10324,NORMAL,"MacBook Air",2,PAYMENT_ERROR,0.00,0.92074,0.03448,Servidor-11,"Pedido cancelado: fallo en la pasarela de pago."
319,10319,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.91813,0.04031,Servidor-12,"Compra completada correctamente."
1037,11037,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00526,0.00000,Servidor-12,"Pedido rechazado: stock insuficiente."
316,10316,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.91808,0.05214,Servidor-4,"Compra completada correctamente."
1026,11026,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00012,0.00000,Servidor-4,"Pedido rechazado: stock insuficiente."
326,10326,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.92505,0.04320,Servidor-5,"Compra completada correctamente."
335,10335,NORMAL,"Cafetera Deluxe",2,ACCEPTED,379.98,0.95142,0.02786,Servidor-10,"Compra completada correctamente."
327,10327,NORMAL,"Nintendo Switch",2,ACCEPTED,639.98,0.91833,0.05218,Servidor-1,"Compra completada correctamente."
332,10332,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.93890,0.03983,Servidor-7,"Compra completada correctamente."
1017,11017,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00012,0.04523,Servidor-6,"Compra completada correctamente."
1047,11047,VIP,"iPhone 16",2,NO_STOCK,0.00,0.00354,0.00001,Servidor-6,"Pedido rechazado: stock insuficiente."
1008,11008,VIP,"Smart TV 55",1,ACCEPTED,649.00,0.00672,0.03001,Servidor-8,"Compra completada correctamente."
315,10315,NORMAL,"MacBook Air",1,ACCEPTED,1199.00,0.91028,0.08882,Servidor-2,"Compra completada correctamente."
328,10328,NORMAL,"Smart TV 55",2,ACCEPTED,1298.00,0.93279,0.06314,Servidor-9,"Compra completada correctamente."
1067,11067,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00191,0.00000,Servidor-9,"Pedido rechazado: stock insuficiente."
339,10339,NORMAL,"Kindle",2,ACCEPTED,259.98,0.93561,0.03609,Servidor-4,"Compra completada correctamente."
336,10336,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.93227,0.05141,Servidor-3,"Compra completada correctamente."
346,10346,NORMAL,"iPhone 16",1,NO_STOCK,0.00,0.97246,0.00001,Servidor-3,"Pedido rechazado: stock insuficiente."
1023,11023,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00562,0.05442,Servidor-11,"Compra completada correctamente."
337,10337,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.91877,0.05716,Servidor-12,"Compra completada correctamente."
340,10340,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.95741,0.04344,Servidor-10,"Compra completada correctamente."
1038,11038,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00016,0.03790,Servidor-1,"Compra completada correctamente."
341,10341,NORMAL,"Robot Aspirador",1,ACCEPTED,279.99,0.98651,0.03785,Servidor-6,"Compra completada correctamente."
1029,11029,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00273,0.05777,Servidor-5,"Compra completada correctamente."
1040,11040,VIP,"Nintendo Switch",1,ACCEPTED,319.99,0.00151,0.05121,Servidor-7,"Compra completada correctamente."
345,10345,NORMAL,"Kindle",1,ACCEPTED,129.99,0.96661,0.03712,Servidor-4,"Compra completada correctamente."
354,10354,NORMAL,"iPhone 16",2,NO_STOCK,0.00,0.98638,0.00000,Servidor-4,"Pedido rechazado: stock insuficiente."
342,10342,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.95870,0.05388,Servidor-8,"Compra completada correctamente."
1090,11090,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00279,0.00001,Servidor-8,"Pedido rechazado: stock insuficiente."
348,10348,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.97899,0.02795,Servidor-10,"Compra completada correctamente."
344,10344,NORMAL,"MacBook Air",2,ACCEPTED,2398.00,0.97401,0.04827,Servidor-9,"Compra completada correctamente."
1056,11056,VIP,"AirPods Pro",1,ACCEPTED,249.00,0.00310,0.03440,Servidor-12,"Compra completada correctamente."
358,10358,NORMAL,"iPhone 16",1,NO_STOCK,0.00,1.00531,0.00001,Servidor-12,"Pedido rechazado: stock insuficiente."
347,10347,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.99560,0.04932,Servidor-3,"Compra completada correctamente."
343,10343,NORMAL,"PlayStation 5",1,ACCEPTED,499.99,0.94820,0.06551,Servidor-2,"Compra completada correctamente."
349,10349,NORMAL,"Nintendo Switch",2,ACCEPTED,639.98,0.97135,0.03995,Servidor-1,"Compra completada correctamente."
1050,11050,VIP,"MacBook Air",1,ACCEPTED,1199.00,0.00440,0.05207,Servidor-11,"Compra completada correctamente."
353,10353,NORMAL,"Robot Aspirador",2,ACCEPTED,559.98,1.02505,0.03631,Servidor-7,"Compra completada correctamente."
350,10350,NORMAL,"AirPods Pro",2,ACCEPTED,498.00,0.98758,0.05190,Servidor-6,"Compra completada correctamente."
1098,11098,VIP,"iPhone 16",1,NO_STOCK,0.00,0.00052,0.00001,Servidor-6,"Pedido rechazado: stock insuficiente."
352,10352,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,0.98517,0.05075,Servidor-5,"Compra completada correctamente."
355,10355,NORMAL,"Smart TV 55",1,ACCEPTED,649.00,0.97959,0.04116,Servidor-4,"Compra completada correctamente."
366,10366,NORMAL,"iPhone 16",1,NO_STOCK,0.00,1.02018,0.00001,Servidor-4,"Pedido rechazado: stock insuficiente."
362,10362,NORMAL,"Kindle",1,ACCEPTED,129.99,0.99641,0.03754,Servidor-3,"Compra completada correctamente."
1103,11103,VIP,"PlayStation 5",1,ACCEPTED,499.99,0.00291,0.04798,Servidor-8,"Compra completada correctamente."
357,10357,NORMAL,"AirPods Pro",1,ACCEPTED,249.00,1.00001,0.04616,Servidor-9,"Compra completada correctamente."
373,10373,NORMAL,"iPhone 16",2,NO_STOCK,0.00,1.00206,0.00000,Servidor-9,"Pedido rechazado: stock insuficiente."
361,10361,NORMAL,"Nintendo Switch",1,ACCEPTED,319.99,0.98268,0.04884,Servidor-12,"Compra completada correctamente."
1100,11100,VIP,"Smart TV 55",1,ACCEPTED,649.00,0.00316,0.03804,Servidor-1,"Compra completada correctamente."
